epoch,name,value
0.0,geneos.cy_0.geneo_params.radius,2.746333360671997
0.0,geneos.cy_0.geneo_params.sigma,1.6892539262771606
0.0,geneos.cone_0.geneo_params.apex,4.0
0.0,geneos.cone_0.geneo_params.cone_inc,0.11329267174005508
0.0,geneos.cone_0.geneo_params.cone_radius,2.64901065826416
0.0,geneos.cone_0.geneo_params.radius,0.3642938435077667
0.0,geneos.cone_0.geneo_params.sigma,0.48904165625572205
0.0,geneos.neg_0.geneo_params.neg_factor,0.015357057563960552
0.0,geneos.neg_0.geneo_params.radius,3.843973398208618
0.0,geneos.neg_0.geneo_params.sigma,0.2698376774787903
0.0,lambdas_dict.lambda_cone_0,0.16682250797748566
0.0,lambdas_dict.lambda_cy_0,0.002823097398504615
0.0,lambdas_dict.lambda_neg_0,0.8303173184394836
1.0,geneos.cy_0.geneo_params.radius,2.746333360671997
1.0,geneos.cy_0.geneo_params.sigma,1.6892515420913696
1.0,geneos.cone_0.geneo_params.apex,4.0
1.0,geneos.cone_0.geneo_params.cone_inc,0.11329267174005508
1.0,geneos.cone_0.geneo_params.cone_radius,2.648751735687256
1.0,geneos.cone_0.geneo_params.radius,0.3644118905067444
1.0,geneos.cone_0.geneo_params.sigma,0.4884105622768402
1.0,geneos.neg_0.geneo_params.neg_factor,0.011734622530639172
1.0,geneos.neg_0.geneo_params.radius,3.84397029876709
1.0,geneos.neg_0.geneo_params.sigma,0.2696519196033478
1.0,lambdas_dict.lambda_cone_0,0.16502471268177032
1.0,lambdas_dict.lambda_cy_0,0.0002015795762417838
1.0,lambdas_dict.lambda_neg_0,0.8347037434577942
2.0,geneos.cy_0.geneo_params.radius,2.746333360671997
2.0,geneos.cy_0.geneo_params.sigma,1.6892509460449219
2.0,geneos.cone_0.geneo_params.apex,4.0
2.0,geneos.cone_0.geneo_params.cone_inc,0.11329267174005508
2.0,geneos.cone_0.geneo_params.cone_radius,2.6484670639038086
2.0,geneos.cone_0.geneo_params.radius,0.3644595444202423
2.0,geneos.cone_0.geneo_params.sigma,0.487704336643219
2.0,geneos.neg_0.geneo_params.neg_factor,0.005266167689114809
2.0,geneos.neg_0.geneo_params.radius,3.843961000442505
2.0,geneos.neg_0.geneo_params.sigma,0.2694326639175415
2.0,lambdas_dict.lambda_cone_0,0.16299423575401306
2.0,lambdas_dict.lambda_cy_0,0.0004387588705867529
2.0,lambdas_dict.lambda_neg_0,0.836524486541748
3.0,geneos.cy_0.geneo_params.radius,2.746333360671997
3.0,geneos.cy_0.geneo_params.sigma,1.6892510652542114
3.0,geneos.cone_0.geneo_params.apex,4.0
3.0,geneos.cone_0.geneo_params.cone_inc,0.11329267174005508
3.0,geneos.cone_0.geneo_params.cone_radius,2.64819073677063
3.0,geneos.cone_0.geneo_params.radius,0.36451664566993713
3.0,geneos.cone_0.geneo_params.sigma,0.4867830276489258
3.0,geneos.neg_0.geneo_params.neg_factor,0.0016843274934217334
3.0,geneos.neg_0.geneo_params.radius,3.843959093093872
3.0,geneos.neg_0.geneo_params.sigma,0.26938164234161377
3.0,lambdas_dict.lambda_cone_0,0.1602330356836319
3.0,lambdas_dict.lambda_cy_0,-3.501571336528286e-05
3.0,lambdas_dict.lambda_neg_0,0.8397210836410522
4.0,geneos.cy_0.geneo_params.radius,2.746333360671997
4.0,geneos.cy_0.geneo_params.sigma,1.6892509460449219
4.0,geneos.cone_0.geneo_params.apex,4.0
4.0,geneos.cone_0.geneo_params.cone_inc,0.11329267174005508
4.0,geneos.cone_0.geneo_params.cone_radius,2.6479268074035645
4.0,geneos.cone_0.geneo_params.radius,0.3645426332950592
4.0,geneos.cone_0.geneo_params.sigma,0.48585033416748047
